"fact_id","sku","fact_category","attribute","value","value_type","unit","sequence","evidence_level","source","source_type","allowed_expression","prohibited_expression","generation_policy","market_scope","language_scope","is_numeric","status","linked_fact_ids","notes"
"MV-CREAM-001-F001","MV-CREAM-001","basic_info","product_name_zh","静润无香面霜","string","","","A","SIM-SPEC-CREAM-V1","project_simulated_product_specification","[""静润无香面霜""]","[""未经确认的其他商品名称""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]",""
"MV-CREAM-001-F002","MV-CREAM-001","basic_info","category","面部保湿霜","string","","","A","SIM-SPEC-CREAM-V1","project_simulated_product_specification","[""面部保湿霜""]","[""药品"",""医疗器械""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]",""
"MV-CREAM-001-F003","MV-CREAM-001","specification","net_volume","50","number","mL","","A","SIM-SPEC-CREAM-V1","project_simulated_product_specification","[""50 mL""]","[""超过或少于50 mL""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","true","active","[]",""
"MV-CREAM-001-F004","MV-CREAM-001","ingredient","ingredient","水","string","","1","A","SIM-SPEC-CREAM-V1","project_simulated_product_specification","[""含水"",""水""]","[""不含水""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]","sequence保留模拟配方中的成分顺序。"
"MV-CREAM-001-F005","MV-CREAM-001","ingredient","ingredient","甘油","string","","2","A","SIM-SPEC-CREAM-V1","project_simulated_product_specification","[""含甘油"",""甘油""]","[""不含甘油""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]","sequence保留模拟配方中的成分顺序。"
"MV-CREAM-001-F006","MV-CREAM-001","ingredient","ingredient","辛酸/癸酸甘油三酯","string","","3","A","SIM-SPEC-CREAM-V1","project_simulated_product_specification","[""含辛酸/癸酸甘油三酯"",""辛酸/癸酸甘油三酯""]","[""不含辛酸/癸酸甘油三酯""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]","sequence保留模拟配方中的成分顺序。"
"MV-CREAM-001-F007","MV-CREAM-001","ingredient","ingredient","角鲨烷","string","","4","A","SIM-SPEC-CREAM-V1","project_simulated_product_specification","[""含角鲨烷"",""角鲨烷""]","[""不含角鲨烷""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]","sequence保留模拟配方中的成分顺序。"
"MV-CREAM-001-F008","MV-CREAM-001","ingredient","ingredient","鲸蜡硬脂醇","string","","5","A","SIM-SPEC-CREAM-V1","project_simulated_product_specification","[""含鲸蜡硬脂醇"",""鲸蜡硬脂醇""]","[""不含鲸蜡硬脂醇""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]","sequence保留模拟配方中的成分顺序。"
"MV-CREAM-001-F009","MV-CREAM-001","ingredient","ingredient","柠檬酸甘油硬脂酸酯","string","","6","A","SIM-SPEC-CREAM-V1","project_simulated_product_specification","[""含柠檬酸甘油硬脂酸酯"",""柠檬酸甘油硬脂酸酯""]","[""不含柠檬酸甘油硬脂酸酯""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]","sequence保留模拟配方中的成分顺序。"
"MV-CREAM-001-F010","MV-CREAM-001","ingredient","ingredient","泛醇","string","","7","A","SIM-SPEC-CREAM-V1","project_simulated_product_specification","[""含泛醇"",""泛醇""]","[""不含泛醇""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]","sequence保留模拟配方中的成分顺序。"
"MV-CREAM-001-F011","MV-CREAM-001","ingredient","ingredient","β-葡聚糖","string","","8","A","SIM-SPEC-CREAM-V1","project_simulated_product_specification","[""含β-葡聚糖"",""β-葡聚糖""]","[""不含β-葡聚糖""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]","sequence保留模拟配方中的成分顺序。"
"MV-CREAM-001-F012","MV-CREAM-001","ingredient","ingredient","黄原胶","string","","9","A","SIM-SPEC-CREAM-V1","project_simulated_product_specification","[""含黄原胶"",""黄原胶""]","[""不含黄原胶""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]","sequence保留模拟配方中的成分顺序。"
"MV-CREAM-001-F013","MV-CREAM-001","ingredient","ingredient","苯甲酸钠","string","","10","A","SIM-SPEC-CREAM-V1","project_simulated_product_specification","[""含苯甲酸钠"",""苯甲酸钠""]","[""不含苯甲酸钠""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]","sequence保留模拟配方中的成分顺序。"
"MV-CREAM-001-F014","MV-CREAM-001","ingredient","ingredient","山梨酸钾","string","","11","A","SIM-SPEC-CREAM-V1","project_simulated_product_specification","[""含山梨酸钾"",""山梨酸钾""]","[""不含山梨酸钾""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]","sequence保留模拟配方中的成分顺序。"
"MV-CREAM-001-F015","MV-CREAM-001","ingredient","ingredient","柠檬酸","string","","12","A","SIM-SPEC-CREAM-V1","project_simulated_product_specification","[""含柠檬酸"",""柠檬酸""]","[""不含柠檬酸""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]","sequence保留模拟配方中的成分顺序。"
"MV-CREAM-001-F016","MV-CREAM-001","target_user","target_users","希望使用无香基础面霜的中性、干性或混合性肌肤成年人","string","","","A","SIM-SPEC-CREAM-V1","project_simulated_product_specification","[""希望使用无香基础面霜的中性、干性或混合性肌肤成年人""]","[""适合所有人"",""对所有敏感肌绝对安全""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]",""
"MV-CREAM-001-F017","MV-CREAM-001","usage","usage_instruction","取适量涂抹于清洁后的面部和颈部；日间使用后另行涂抹防晒产品","string","","","A","SIM-SPEC-CREAM-V1","project_simulated_product_specification","[""取适量涂抹于清洁后的面部和颈部；日间使用后另行涂抹防晒产品""]","[""改变使用顺序或用量"",""省略必要注意事项""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]",""
"MV-CREAM-001-F018","MV-CREAM-001","specification","verified_feature","无添加香精","string","","1","A","SIM-SPEC-CREAM-V1","project_simulated_product_specification","[""无添加香精""]","[""将规格特征升级为临床或绝对化功效""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]",""
"MV-CREAM-001-F019","MV-CREAM-001","specification","verified_feature","含角鲨烷、泛醇和β-葡聚糖","string","","2","A","SIM-SPEC-CREAM-V1","project_simulated_product_specification","[""含角鲨烷、泛醇和β-葡聚糖""]","[""将规格特征升级为临床或绝对化功效""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]",""
"MV-CREAM-001-F020","MV-CREAM-001","specification","verified_feature","乳霜质地","string","","3","A","SIM-SPEC-CREAM-V1","project_simulated_product_specification","[""乳霜质地""]","[""将规格特征升级为临床或绝对化功效""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]",""
"MV-CREAM-001-F021","MV-CREAM-001","function","allowed_benefit","帮助肌肤感觉柔软、滋润","string","","1","B","SIM-CLAIM-CREAM-V1","project_simulated_internal_claim_review","[""帮助肌肤感觉柔软、滋润""]","[""治疗或治愈皮肤疾病"",""临床证明（未提供证据）"",""保证所有用户获得相同结果""]","cautious","[""US"",""MX""]","[""zh"",""en"",""es""]","false","caution","[]","内部允许的谨慎功效表达；无外部临床或消费者研究证据。"
"MV-CREAM-001-F022","MV-CREAM-001","function","allowed_benefit","为日常护肤步骤补充保湿","string","","2","B","SIM-CLAIM-CREAM-V1","project_simulated_internal_claim_review","[""为日常护肤步骤补充保湿""]","[""治疗或治愈皮肤疾病"",""临床证明（未提供证据）"",""保证所有用户获得相同结果""]","cautious","[""US"",""MX""]","[""zh"",""en"",""es""]","false","caution","[]","内部允许的谨慎功效表达；无外部临床或消费者研究证据。"
"MV-CREAM-001-F023","MV-CREAM-001","function","allowed_benefit","无添加香精","string","","3","B","SIM-CLAIM-CREAM-V1","project_simulated_internal_claim_review","[""无添加香精""]","[""治疗或治愈皮肤疾病"",""临床证明（未提供证据）"",""保证所有用户获得相同结果""]","cautious","[""US"",""MX""]","[""zh"",""en"",""es""]","false","caution","[]","内部允许的谨慎功效表达；无外部临床或消费者研究证据。"
"MV-CREAM-001-F024","MV-CREAM-001","risk_limit","prohibited_claim","治疗皮炎或湿疹","string","","1","D","SIM-CLAIM-CREAM-V1","project_simulated_internal_claim_review","[]","[""治疗皮炎或湿疹""]","blocked","[""US"",""MX""]","[""zh"",""en"",""es""]","false","prohibited","[]","命中该表达或语义等价表达时阻止内容导出。"
"MV-CREAM-001-F025","MV-CREAM-001","risk_limit","prohibited_claim","修复或重建皮肤屏障","string","","2","D","SIM-CLAIM-CREAM-V1","project_simulated_internal_claim_review","[]","[""修复或重建皮肤屏障""]","blocked","[""US"",""MX""]","[""zh"",""en"",""es""]","false","prohibited","[]","命中该表达或语义等价表达时阻止内容导出。"
"MV-CREAM-001-F026","MV-CREAM-001","risk_limit","prohibited_claim","立即消除脱皮或泛红","string","","3","D","SIM-CLAIM-CREAM-V1","project_simulated_internal_claim_review","[]","[""立即消除脱皮或泛红""]","blocked","[""US"",""MX""]","[""zh"",""en"",""es""]","false","prohibited","[]","命中该表达或语义等价表达时阻止内容导出。"
"MV-CREAM-001-F027","MV-CREAM-001","risk_limit","prohibited_claim","不致敏","string","","4","D","SIM-CLAIM-CREAM-V1","project_simulated_internal_claim_review","[]","[""不致敏""]","blocked","[""US"",""MX""]","[""zh"",""en"",""es""]","false","prohibited","[]","命中该表达或语义等价表达时阻止内容导出。"
"MV-CREAM-001-F028","MV-CREAM-001","risk_limit","prohibited_claim","零刺激","string","","5","D","SIM-CLAIM-CREAM-V1","project_simulated_internal_claim_review","[]","[""零刺激""]","blocked","[""US"",""MX""]","[""zh"",""en"",""es""]","false","prohibited","[]","命中该表达或语义等价表达时阻止内容导出。"
"MV-CREAM-001-F029","MV-CREAM-001","risk_limit","prohibited_claim","医生推荐","string","","6","D","SIM-CLAIM-CREAM-V1","project_simulated_internal_claim_review","[]","[""医生推荐""]","blocked","[""US"",""MX""]","[""zh"",""en"",""es""]","false","prohibited","[]","命中该表达或语义等价表达时阻止内容导出。"
"MV-CREAM-001-F030","MV-CREAM-001","packaging","packaging_feature","50 mL PP罐，带内盖","string","","1","A","SIM-SPEC-CREAM-V1","project_simulated_product_specification","[""50 mL PP罐，带内盖""]","[""100%环保"",""保证可回收"",""零废弃""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]",""
"MV-CREAM-001-F031","MV-CREAM-001","price","price_usd","22","number","USD","","A","SIM-SPEC-CREAM-V1","project_simulated_product_specification","[""USD 22.00""]","[""虚构折扣"",""最低价保证""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","true","active","[]","模拟建议零售价；发布前必须重新确认。"
"MV-CREAM-001-F032","MV-CREAM-001","price","price_mxn","439","number","MXN","","A","SIM-SPEC-CREAM-V1","project_simulated_product_specification","[""MXN 439.00""]","[""虚构折扣"",""最低价保证""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","true","active","[]","模拟建议零售价；不是由汇率公式换算，发布前必须重新确认。"
"MV-CREAM-001-F033","MV-CREAM-001","specification","variants","仅50 mL","string","","","A","SIM-SPEC-CREAM-V1","project_simulated_product_specification","[""仅50 mL""]","[""未经确认的其他规格或套装""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]",""
"MV-CREAM-001-F034","MV-CREAM-001","market","target_market","US","string","","","A","SIM-SPEC-CREAM-V1","project_simulated_product_specification","[""US""]","[""将目标市场范围表述为已获得当地监管批准""]","direct","[""US""]","[""zh"",""en"",""es""]","false","active","[]",""
"MV-CREAM-001-F035","MV-CREAM-001","market","target_market","MX","string","","","A","SIM-SPEC-CREAM-V1","project_simulated_product_specification","[""MX""]","[""将目标市场范围表述为已获得当地监管批准""]","direct","[""MX""]","[""zh"",""en"",""es""]","false","active","[]",""
"MV-CREAM-001-F036","MV-CREAM-001","certification","verified_certification","none_verified","string","","","A","SIM-SPEC-CREAM-V1","project_simulated_product_specification","[""未提供可验证认证""]","[""临床认证"",""皮肤科医生认证"",""TSA批准"",""监管机构批准""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]","表示当前项目资料中没有可验证认证，不表示商品不需要合规审核。"
"MV-CREAM-001-F037","MV-CREAM-001","marketing_direction","content_hypothesis","测试无香基础护肤步骤的内容角度","string","","","C","data/products/product_cards/MV-CREAM-001.md#营销建议（不是商品事实）","project_simulated_marketing_hypothesis","[]","[""不得作为确定商品事实直接输出""]","not_directly_usable","[""US""]","[""en""]","false","non_fact","[]","只有在消费者洞察阶段获得数据支持且与商品事实匹配后，才能用于卖点选择。"
"MV-CREAM-001-F038","MV-CREAM-001","marketing_direction","content_hypothesis","测试简洁配方信息和早晚使用场景的内容角度","string","","","C","data/products/product_cards/MV-CREAM-001.md#营销建议（不是商品事实）","project_simulated_marketing_hypothesis","[]","[""不得作为确定商品事实直接输出""]","not_directly_usable","[""MX""]","[""es""]","false","non_fact","[]","只有在消费者洞察阶段获得数据支持且与商品事实匹配后，才能用于卖点选择。"
"MV-HAND-001-F001","MV-HAND-001","basic_info","product_name_zh","柔护无香护手霜","string","","","A","SIM-SPEC-HAND-V1","project_simulated_product_specification","[""柔护无香护手霜""]","[""未经确认的其他商品名称""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]",""
"MV-HAND-001-F002","MV-HAND-001","basic_info","category","护手霜","string","","","A","SIM-SPEC-HAND-V1","project_simulated_product_specification","[""护手霜""]","[""药品"",""医疗器械""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]",""
"MV-HAND-001-F003","MV-HAND-001","specification","net_volume","60","number","mL","","A","SIM-SPEC-HAND-V1","project_simulated_product_specification","[""60 mL""]","[""超过或少于60 mL""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","true","active","[]",""
"MV-HAND-001-F004","MV-HAND-001","ingredient","ingredient","水","string","","1","A","SIM-SPEC-HAND-V1","project_simulated_product_specification","[""含水"",""水""]","[""不含水""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]","sequence保留模拟配方中的成分顺序。"
"MV-HAND-001-F005","MV-HAND-001","ingredient","ingredient","甘油","string","","2","A","SIM-SPEC-HAND-V1","project_simulated_product_specification","[""含甘油"",""甘油""]","[""不含甘油""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]","sequence保留模拟配方中的成分顺序。"
"MV-HAND-001-F006","MV-HAND-001","ingredient","ingredient","乳木果脂","string","","3","A","SIM-SPEC-HAND-V1","project_simulated_product_specification","[""含乳木果脂"",""乳木果脂""]","[""不含乳木果脂""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]","sequence保留模拟配方中的成分顺序。"
"MV-HAND-001-F007","MV-HAND-001","ingredient","ingredient","辛酸/癸酸甘油三酯","string","","4","A","SIM-SPEC-HAND-V1","project_simulated_product_specification","[""含辛酸/癸酸甘油三酯"",""辛酸/癸酸甘油三酯""]","[""不含辛酸/癸酸甘油三酯""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]","sequence保留模拟配方中的成分顺序。"
"MV-HAND-001-F008","MV-HAND-001","ingredient","ingredient","鲸蜡硬脂醇","string","","5","A","SIM-SPEC-HAND-V1","project_simulated_product_specification","[""含鲸蜡硬脂醇"",""鲸蜡硬脂醇""]","[""不含鲸蜡硬脂醇""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]","sequence保留模拟配方中的成分顺序。"
"MV-HAND-001-F009","MV-HAND-001","ingredient","ingredient","甘油硬脂酸酯","string","","6","A","SIM-SPEC-HAND-V1","project_simulated_product_specification","[""含甘油硬脂酸酯"",""甘油硬脂酸酯""]","[""不含甘油硬脂酸酯""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]","sequence保留模拟配方中的成分顺序。"
"MV-HAND-001-F010","MV-HAND-001","ingredient","ingredient","泛醇","string","","7","A","SIM-SPEC-HAND-V1","project_simulated_product_specification","[""含泛醇"",""泛醇""]","[""不含泛醇""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]","sequence保留模拟配方中的成分顺序。"
"MV-HAND-001-F011","MV-HAND-001","ingredient","ingredient","尿囊素","string","","8","A","SIM-SPEC-HAND-V1","project_simulated_product_specification","[""含尿囊素"",""尿囊素""]","[""不含尿囊素""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]","sequence保留模拟配方中的成分顺序。"
"MV-HAND-001-F012","MV-HAND-001","ingredient","ingredient","生育酚","string","","9","A","SIM-SPEC-HAND-V1","project_simulated_product_specification","[""含生育酚"",""生育酚""]","[""不含生育酚""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]","sequence保留模拟配方中的成分顺序。"
"MV-HAND-001-F013","MV-HAND-001","ingredient","ingredient","苯甲酸钠","string","","10","A","SIM-SPEC-HAND-V1","project_simulated_product_specification","[""含苯甲酸钠"",""苯甲酸钠""]","[""不含苯甲酸钠""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]","sequence保留模拟配方中的成分顺序。"
"MV-HAND-001-F014","MV-HAND-001","ingredient","ingredient","山梨酸钾","string","","11","A","SIM-SPEC-HAND-V1","project_simulated_product_specification","[""含山梨酸钾"",""山梨酸钾""]","[""不含山梨酸钾""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]","sequence保留模拟配方中的成分顺序。"
"MV-HAND-001-F015","MV-HAND-001","target_user","target_users","因日常洗手而希望补充手部保湿的成年人","string","","","A","SIM-SPEC-HAND-V1","project_simulated_product_specification","[""因日常洗手而希望补充手部保湿的成年人""]","[""适合所有人"",""对所有敏感肌绝对安全""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]",""
"MV-HAND-001-F016","MV-HAND-001","usage","usage_instruction","取适量按摩双手及指缘，按需重复使用；仅限外用","string","","","A","SIM-SPEC-HAND-V1","project_simulated_product_specification","[""取适量按摩双手及指缘，按需重复使用；仅限外用""]","[""改变使用顺序或用量"",""省略必要注意事项""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]",""
"MV-HAND-001-F017","MV-HAND-001","specification","verified_feature","无添加香精","string","","1","A","SIM-SPEC-HAND-V1","project_simulated_product_specification","[""无添加香精""]","[""将规格特征升级为临床或绝对化功效""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]",""
"MV-HAND-001-F018","MV-HAND-001","specification","verified_feature","含甘油、乳木果脂、泛醇和尿囊素","string","","2","A","SIM-SPEC-HAND-V1","project_simulated_product_specification","[""含甘油、乳木果脂、泛醇和尿囊素""]","[""将规格特征升级为临床或绝对化功效""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]",""
"MV-HAND-001-F019","MV-HAND-001","specification","verified_feature","软管包装","string","","3","A","SIM-SPEC-HAND-V1","project_simulated_product_specification","[""软管包装""]","[""将规格特征升级为临床或绝对化功效""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]",""
"MV-HAND-001-F020","MV-HAND-001","function","allowed_benefit","帮助手部肌肤感觉柔软、滋润","string","","1","B","SIM-CLAIM-HAND-V1","project_simulated_internal_claim_review","[""帮助手部肌肤感觉柔软、滋润""]","[""治疗或治愈皮肤疾病"",""临床证明（未提供证据）"",""保证所有用户获得相同结果""]","cautious","[""US"",""MX""]","[""zh"",""en"",""es""]","false","caution","[]","内部允许的谨慎功效表达；无外部临床或消费者研究证据。"
"MV-HAND-001-F021","MV-HAND-001","function","allowed_benefit","适合在日常洗手后使用","string","","2","B","SIM-CLAIM-HAND-V1","project_simulated_internal_claim_review","[""适合在日常洗手后使用""]","[""治疗或治愈皮肤疾病"",""临床证明（未提供证据）"",""保证所有用户获得相同结果""]","cautious","[""US"",""MX""]","[""zh"",""en"",""es""]","false","caution","[]","内部允许的谨慎功效表达；无外部临床或消费者研究证据。"
"MV-HAND-001-F022","MV-HAND-001","function","allowed_benefit","无添加香精","string","","3","B","SIM-CLAIM-HAND-V1","project_simulated_internal_claim_review","[""无添加香精""]","[""治疗或治愈皮肤疾病"",""临床证明（未提供证据）"",""保证所有用户获得相同结果""]","cautious","[""US"",""MX""]","[""zh"",""en"",""es""]","false","caution","[]","内部允许的谨慎功效表达；无外部临床或消费者研究证据。"
"MV-HAND-001-F023","MV-HAND-001","risk_limit","prohibited_claim","治愈皲裂","string","","1","D","SIM-CLAIM-HAND-V1","project_simulated_internal_claim_review","[]","[""治愈皲裂""]","blocked","[""US"",""MX""]","[""zh"",""en"",""es""]","false","prohibited","[]","命中该表达或语义等价表达时阻止内容导出。"
"MV-HAND-001-F024","MV-HAND-001","risk_limit","prohibited_claim","修复伤口","string","","2","D","SIM-CLAIM-HAND-V1","project_simulated_internal_claim_review","[]","[""修复伤口""]","blocked","[""US"",""MX""]","[""zh"",""en"",""es""]","false","prohibited","[]","命中该表达或语义等价表达时阻止内容导出。"
"MV-HAND-001-F025","MV-HAND-001","risk_limit","prohibited_claim","抗菌","string","","3","D","SIM-CLAIM-HAND-V1","project_simulated_internal_claim_review","[]","[""抗菌""]","blocked","[""US"",""MX""]","[""zh"",""en"",""es""]","false","prohibited","[]","命中该表达或语义等价表达时阻止内容导出。"
"MV-HAND-001-F026","MV-HAND-001","risk_limit","prohibited_claim","消炎","string","","4","D","SIM-CLAIM-HAND-V1","project_simulated_internal_claim_review","[]","[""消炎""]","blocked","[""US"",""MX""]","[""zh"",""en"",""es""]","false","prohibited","[]","命中该表达或语义等价表达时阻止内容导出。"
"MV-HAND-001-F027","MV-HAND-001","risk_limit","prohibited_claim","预防感染","string","","5","D","SIM-CLAIM-HAND-V1","project_simulated_internal_claim_review","[]","[""预防感染""]","blocked","[""US"",""MX""]","[""zh"",""en"",""es""]","false","prohibited","[]","命中该表达或语义等价表达时阻止内容导出。"
"MV-HAND-001-F028","MV-HAND-001","risk_limit","prohibited_claim","形成医用防护屏障","string","","6","D","SIM-CLAIM-HAND-V1","project_simulated_internal_claim_review","[]","[""形成医用防护屏障""]","blocked","[""US"",""MX""]","[""zh"",""en"",""es""]","false","prohibited","[]","命中该表达或语义等价表达时阻止内容导出。"
"MV-HAND-001-F029","MV-HAND-001","risk_limit","prohibited_claim","一次使用全天保湿","string","","7","D","SIM-CLAIM-HAND-V1","project_simulated_internal_claim_review","[]","[""一次使用全天保湿""]","blocked","[""US"",""MX""]","[""zh"",""en"",""es""]","false","prohibited","[]","命中该表达或语义等价表达时阻止内容导出。"
"MV-HAND-001-F030","MV-HAND-001","packaging","packaging_feature","60 mL铝制软管，PP旋盖","string","","1","A","SIM-SPEC-HAND-V1","project_simulated_product_specification","[""60 mL铝制软管，PP旋盖""]","[""100%环保"",""保证可回收"",""零废弃""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]",""
"MV-HAND-001-F031","MV-HAND-001","packaging","packaging_feature","可回收性取决于当地设施","string","","2","A","SIM-SPEC-HAND-V1","project_simulated_product_specification","[""可回收性取决于当地设施""]","[""100%环保"",""保证可回收"",""零废弃""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]",""
"MV-HAND-001-F032","MV-HAND-001","price","price_usd","12","number","USD","","A","SIM-SPEC-HAND-V1","project_simulated_product_specification","[""USD 12.00""]","[""虚构折扣"",""最低价保证""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","true","active","[]","模拟建议零售价；发布前必须重新确认。"
"MV-HAND-001-F033","MV-HAND-001","price","price_mxn","239","number","MXN","","A","SIM-SPEC-HAND-V1","project_simulated_product_specification","[""MXN 239.00""]","[""虚构折扣"",""最低价保证""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","true","active","[]","模拟建议零售价；不是由汇率公式换算，发布前必须重新确认。"
"MV-HAND-001-F034","MV-HAND-001","specification","variants","仅60 mL","string","","","A","SIM-SPEC-HAND-V1","project_simulated_product_specification","[""仅60 mL""]","[""未经确认的其他规格或套装""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]",""
"MV-HAND-001-F035","MV-HAND-001","market","target_market","US","string","","","A","SIM-SPEC-HAND-V1","project_simulated_product_specification","[""US""]","[""将目标市场范围表述为已获得当地监管批准""]","direct","[""US""]","[""zh"",""en"",""es""]","false","active","[]",""
"MV-HAND-001-F036","MV-HAND-001","market","target_market","MX","string","","","A","SIM-SPEC-HAND-V1","project_simulated_product_specification","[""MX""]","[""将目标市场范围表述为已获得当地监管批准""]","direct","[""MX""]","[""zh"",""en"",""es""]","false","active","[]",""
"MV-HAND-001-F037","MV-HAND-001","certification","verified_certification","none_verified","string","","","A","SIM-SPEC-HAND-V1","project_simulated_product_specification","[""未提供可验证认证""]","[""临床认证"",""皮肤科医生认证"",""TSA批准"",""监管机构批准""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]","表示当前项目资料中没有可验证认证，不表示商品不需要合规审核。"
"MV-HAND-001-F038","MV-HAND-001","marketing_direction","content_hypothesis","测试办公桌、随身包和洗手后使用场景","string","","","C","data/products/product_cards/MV-HAND-001.md#营销建议（不是商品事实）","project_simulated_marketing_hypothesis","[]","[""不得作为确定商品事实直接输出""]","not_directly_usable","[""US""]","[""en""]","false","non_fact","[]","只有在消费者洞察阶段获得数据支持且与商品事实匹配后，才能用于卖点选择。"
"MV-HAND-001-F039","MV-HAND-001","marketing_direction","content_hypothesis","测试便携补涂与无香体验的内容角度","string","","","C","data/products/product_cards/MV-HAND-001.md#营销建议（不是商品事实）","project_simulated_marketing_hypothesis","[]","[""不得作为确定商品事实直接输出""]","not_directly_usable","[""MX""]","[""es""]","false","non_fact","[]","只有在消费者洞察阶段获得数据支持且与商品事实匹配后，才能用于卖点选择。"
"MV-KIT-001-F001","MV-KIT-001","basic_info","product_name_zh","轻行基础护肤套装","string","","","A","SIM-SPEC-KIT-V1","project_simulated_product_specification","[""轻行基础护肤套装""]","[""未经确认的其他商品名称""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]",""
"MV-KIT-001-F002","MV-KIT-001","basic_info","category","旅行装基础护肤套装","string","","","A","SIM-SPEC-KIT-V1","project_simulated_product_specification","[""旅行装基础护肤套装""]","[""药品"",""医疗器械""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","false","active","[]",""
"MV-KIT-001-F003","MV-KIT-001","specification","cleanser_volume","30","number","mL","","A","SIM-SPEC-KIT-V1","project_simulated_product_specification","[""30 mL洁面乳""]","[""洁面乳容量超过或少于30 mL""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","true","active","[]",""
"MV-KIT-001-F004","MV-KIT-001","specification","serum_volume","10","number","mL","","A","SIM-SPEC-KIT-V1","project_simulated_product_specification","[""10 mL保湿精华""]","[""精华容量超过或少于10 mL""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","true","active","[]",""
"MV-KIT-001-F005","MV-KIT-001","specification","cream_volume","15","number","mL","","A","SIM-SPEC-KIT-V1","project_simulated_product_specification","[""15 mL面霜""]","[""面霜容量超过或少于15 mL""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","true","active","[]",""
"MV-KIT-001-F006","MV-KIT-001","specification","total_volume","55","number","mL","","A","SIM-SPEC-KIT-V1","project_simulated_product_specification","[""合计55 mL""]","[""总容量超过或少于55 mL""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","true","active","[]",""
"MV-KIT-001-F007","MV-KIT-001","specification","component_count","3","number","item","","A","SIM-SPEC-KIT-V1","project_simulated_product_specification","[""三件套"",""包含3件迷你装""]","[""两件套"",""四件套""]","direct","[""US"",""MX""]","[""zh"",""en"",""es""]","true","active","[]",""
